Date,prediction,weight_x,weight_y,share_ratio_x_per_y,sigma_daily,correlation,volatility_ratio,last_label_index,training_samples,z,var_x,var_y,covariance
2015-07-28,,0.4,0.6,0.8081685066953491,0.004635058918844395,0.614891358579235,,-1,0,-0.6707243650030495,0.00017045178678423093,7.914625480582208e-05,7.141909673836236e-05
2015-07-29,,0.4038408841776855,0.5961591158223145,0.8308713175065111,0.00481163163081726,0.5981038943276138,,-1,0,-0.2377482695191588,0.00016532074389878558,8.577197728641593e-05,7.122181165337694e-05
2015-07-30,,0.4047786825014895,0.5952213174985105,0.8326910847979717,0.004731845006589045,0.5992909698384677,,-1,0,-0.2768135032906815,0.0001603258021549783,8.318221463441154e-05,6.920774262197073e-05
2015-07-31,,0.40487278451835484,0.5951272154816452,0.8308793835453325,0.004653400652391975,0.6003248009193066,,-1,0,-0.34460502101675555,0.00015558681911727145,8.059973339249416e-05,6.72263433297939e-05
2015-08-03,,0.40876444965290254,0.5912355503470974,0.8413819241758899,0.004612097117878651,0.6072799775652763,,-1,0,-0.4335027032620286,0.00015249560361608994,8.167208688158999e-05,6.777264734473112e-05
2015-08-04,,0.40582470163976125,0.5941752983602387,0.8225854290525036,0.004555268280677765,0.6207924755462331,,-1,0,-0.7615104972682479,0.00015774965294651264,8.110765948299273e-05,7.022012288412257e-05
2015-08-05,,0.4051396630361991,0.5948603369638009,0.8225241495706611,0.004492800578118185,0.6189173041701553,,-1,0,-0.6191959758745618,0.0001526733868443777,7.854464874369025e-05,6.777547907272487e-05
2015-08-06,,0.4,0.6,0.8248862515673816,0.004777803636954729,0.5776228660175943,,-1,0,0.22740217933703546,0.00016682802132283027,7.596437972648175e-05,6.50255260831009e-05
2015-08-07,,0.4,0.6,0.8246476453184283,0.0047066700212659435,0.5839838785370353,,-1,0,0.20903326689106572,0.00016317906254075757,7.535385414660573e-05,6.475686418794942e-05
2015-08-10,,0.4075187626234279,0.5924812373765721,0.8553581225201708,0.004783985233156125,0.6130098138662292,,-1,0,0.3811992429332738,0.0001668407606085744,8.905801679923247e-05,7.472312353619605e-05
2015-08-11,,0.4,0.6,0.8478769619233981,0.00484690592458118,0.6340828290963421,,-1,0,1.0836209797772585,0.00019771019593785446,9.043486294951773e-05,8.478684368779782e-05
2015-08-12,,0.4,0.6,0.851127764054004,0.004785585617592199,0.6335616522466219,,-1,0,1.1579478233985645,0.00019139117623120678,8.848569884222487e-05,8.244918766018489e-05
2015-08-13,,0.4,0.6,0.842969679580763,0.0048464632612629,0.6214554667319013,,-1,0,0.7847738054567914,0.00018511556953015128,8.981273648438498e-05,8.013097940923288e-05
2015-08-14,,0.4,0.6,0.8445786866121933,0.004768992326247052,0.6212497032349868,,-1,0,0.8089081014432181,0.00017901687454354058,8.696746687634926e-05,7.751604207218534e-05
